occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
1547218,occ,NA,NA,218215,Phytosauria indet.,unranked clade,172482,,Phytosauria,NA,unranked clade,38292,Norian,Rhaetian,228,201.3,Martz et al.,2014,75693,Chordata,Reptilia,,,,NA,NA,NA,,-109.212837,38.145424,"UMNH VP 24643, partial skeleton",Explodosaurus Site (UMNH VP 1835),NA,UGS 42Sa434V; Eagle's Nest Ridge,US,Utah,San Juan,stated in text,6,,UTM: 12S 0656604 4223459 (specifically for the section with exposures of the middle Kane Springs bed.,gplates,101,mid,-36.89,12.96,US,FED,Chinle,,,,,Eagle's Nest Ridge,Kane Spring Beds,,,,,NA,NA,"Middle beds, ~4-5 meters above the lower sandstone.","The middle beds between the lower and upper ledge-forming sandstones are siltstone to fine-grained sandstone at Eagle’s Nest and Redd Ridge but contain abundant claystone and siltstone at Schaeffer’s Ridge and Skull Ridge, the only part of the Chinle Formation section in Lisbon Valley where such fine-grained sediments occur in abundance. However, ledge-forming sandstones and conglomerates up to a few meters thick are almost always interbedded with the fine-grained middle beds. In Spiller Canyon on the northern side of Skull Ridge (figure 9H), and locally at Eagle’s Nest (figure 9G), the middle beds contain interbedded mudstones and ledge-forming sandstones with fissile horizontal laminated beds. The middle beds of the Kane Springs beds also contain blocks of tilted strata that may represent foreset bedding or slump blocks. The middle beds probably represent poorly-drained lacustrine and deltaic environments traversed by streams and are very similar to the fluvial, lacustrine and deltaic deposits of the Monitor Butte Member (Blakey and Gubitosa, 1983; Dubiel, 1987; Dubiel and Hasiotis, 2011). The Monitor Butte Member also contains black mudstones with interbedded coal that have been interpreted as paludal deposits forming in lake and marsh environments (Dubiel and Hasiotis, 2011), but these are absent in the Kane Springs beds. We have not observed any clearly developed paleosols in the Kane Springs beds.",sandstone,,,,Y,claystone,,,,,lacustrine deltaic indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1548958,occ,NA,NA,218744,Desmatosuchus haplocerus,species,159296,"misspelling of, nomen dubium",Aetosauria,NA,unranked clade,38267,Norian,,228,208.5,Parker,2006,18306,Chordata,Reptilia,,,,NA,NA,NA,,-109.768303,34.939098,PEFO 31177 (osteoderm fragments),Blue Mesa N (PFV 198),NA,,US,Arizona,Apache,based on nearby landmark,4,,Located north of Blue Mesa in the vicinity of the Tepees. ,gplates,101,mid,-37.59,10.42,US,NPS,Chinle,,Blue Mesa,,,,,,,,,NA,NA,PFV 198 is located north of Blue Mesa and is situated approximately 8 meters above the red pedogenic facies of the Newspaper Rock bed. Same horizon as PFV 122 (Dying Grounds).,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1554598,occ,NA,NA,140077,Termatosaurus albertii,species,275506,nomen dubium,Phytosauria,NA,unranked clade,38292,Norian,,228,208.5,Czepiński et al.,2021,76234,Chordata,Reptilia,,,,NA,NA,1,specimens,18.420881,50.775135,Tooth Mentioned by Roemer (1870),Kocury,NA,Fösterei Kotzuren,PL,Opole,,based on nearby landmark,6,small collection,"Fösterei Kotzuren (= Kocury), Upper Silesia",gplates,305,mid,26.56,34.51,PL,,Lissauer Breccia,,,bed,,,,,,,,NA,NA,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,some,,,,NA,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,Gürich,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1554599,occ,NA,NA,140077,n. gen. Kocurypelta n. sp. silvestris,species,435370,,Kocurypelta silvestris,NA,species,435370,Norian,,228,208.5,Czepiński et al.,2021,76234,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Kocurypelta,NA,NA,4,specimens,18.420881,50.775135,"Holotype—ZPALV.66/4, left maxilla lacking the anteriormost portion. Referred Material—ZPAL V.66/1, isolated left paramedian dorsal osteoderm; ZPAL V.66/2, isolated right dorsal lateral osteoderm; ZPAL V.66/6, part of isolated right dorsal lateral osteoderm; ZPAL V.66/19, part of isolated broken ventral thoracic or paramedian osteoderm.",Kocury,NA,Fösterei Kotzuren,PL,Opole,,based on nearby landmark,6,small collection,"Fösterei Kotzuren (= Kocury), Upper Silesia",gplates,305,mid,26.56,34.51,PL,,Lissauer Breccia,,,bed,,,,,,,,NA,NA,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,some,,,,NA,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,Gürich,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1558189,occ,NA,NA,219817,Phytosauria indet.,unranked clade,178426,,Phytosauria,NA,unranked clade,38292,Carnian,Norian,237,208.5,Laojumpon et al.,2011,83323,Chordata,Reptilia,,,,NA,NA,NA,,101.786003,16.583,isolated tooth,Huai Pha Phueng,NA,,TH,Chaiyaphum,Khonsan district,estimated from map,3,,The Huai Pha Phueng locality is about 1 km away from Huai Kee Tom ,gplates,615,mid,109.45,8.28,TH,,Huai Hin Lat,,,,,,,,,,,NA,NA,,,mudstone,"black,brown,gray",lithified,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils,microfossils",,,,,,NA,,"body,trace",,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1562560,occ,NA,NA,220589,Phytosauria indet.,unranked clade,178426,,Phytosauria,NA,unranked clade,38292,Carnian,,237,228,Sciscio et al.,2021,77101,Chordata,Reptilia,,,,NA,NA,22,specimens,28.576944,-16.759167,"GB-18-3, NHMZ 2510-2511",Gordon's Bay area,NA,,ZW,Mashonaland West,,stated in text,seconds,outcrop,"Gordon's Bay area, S shore of Lake Kariba",gplates,701,mid,12.08,-41.92,ZW,,Pebbly Arkose,Karoo,,bed,,,,,,,,NA,NA,,"""medium-grained, trough cross-bedded red to cream sandstones""",sandstone,"""cross stratification"",medium,red,yellow",,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"surface (float),field collection",,,,,,2017–2018,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1563376,occ,NA,NA,220713,Phytosauria ? indet.,unranked clade,178426,,Phytosauria,NA,unranked clade,38292,Carnian,,237,228,Sciscio et al.,2021,77101,Chordata,Reptilia,,,,NA,NA,1,individuals,28.696112,-16.726667,SW-18-4 (articulated hindlimb) - also ID'ed as Archosauromorpha in paper,"Spurwing East Palaeosol, Spurwing Island",NA,Lake Kariba,ZW,Mashonaland West,,stated in text,seconds,small collection,"Spurwing East Palaeosol, Spurwing Island, Lake Kariba",gplates,701,mid,12.24,-41.95,ZW,,Pebbly Arkose,Karoo,,bed,,,,,,,,NA,NA,,"""above trough cross-bedded, medium-grained, mauve sandstones and within a finer-grained facies composed of very fine-grained, silty sandstone and siltstones that often display palaeopedogenic alteration features such as mottling, bioturbation, desiccation cracks and pedogenic nodules.""",sandstone,"desiccation cracks,bioturbation,paleosol/pedogenic,fine,nodular",,silty,Y,sandstone,"""cross stratification"",medium,red",,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,parautochthonous,snapshot,,,,,,frequent,,,,general faunal/floral,"surface (in situ),field collection",,,,,,2017–2018,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1563377,occ,NA,NA,220714,Phytosauria indet.,unranked clade,178426,,Phytosauria,NA,unranked clade,38292,Carnian,,237,228,Sciscio et al.,2021,77101,Chordata,Reptilia,,,,NA,NA,9,specimens,28.468611,-16.80611,NHMZ 2418–2420,Steve's Phytosaur Site,NA,Lake Kariba,ZW,Mashonaland West,,stated in text,seconds,small collection,"Steve's Phytosaur Site, S of Lake Kariba",gplates,701,mid,11.93,-41.91,ZW,,Pebbly Arkose,Karoo,,bed,,,,,,,,NA,NA,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"surface (float),surface (in situ),field collection",,,,,S. Edwards,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1563379,occ,NA,NA,220715,Phytosauria indet.,unranked clade,178426,,Phytosauria,NA,unranked clade,38292,Carnian,,237,228,Sciscio et al.,2021,77101,Chordata,Reptilia,,,,NA,NA,66,specimens,28.468332,-16.809444,"NHMZ 2405–2407, 2410, 2422–2425, 2428, 2429, 2440, 2443–2445, 2449, 2450, 2453, 2489–2509, 2513",The Dentist / Coprolite Hill,NA,Lake Kariba,ZW,Mashonaland West,,stated in text,seconds,local area,"The Dentist (The Dentist's) and Coprolite Hill, S of Lake Kariba",gplates,701,mid,11.93,-41.91,ZW,,Pebbly Arkose,Karoo,,bed,,,,,,,,NA,NA,,"""a variegated red-grey silty-mudstone""",mudstone,"gray,red",,silty,,,,,,,crevasse splay,,"""an overbank area and palaeosol deposit""","macrofossils,mesofossils",,,,,,NA,,body,,parautochthonous,,,,,,,frequent,,,,general faunal/floral,"surface (float),field collection",,,,,,2017–2018,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1570240,occ,NA,NA,53947,Phytosauridae indet.,unranked clade,38293,replaced by,Mystriosuchinae,NA,subfamily,159225,Angulata,,201.3,196.5,Cuny,1995,77771,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,NA,,6.151378,49.407627,,Hettange,NA,"Hétange, Hettange-Grande",FR,Lorraine,Moselle,based on nearby landmark,6,local area,"near Hettange (Hétange), Moselle",gplates,315,mid,16.6,37.12,FR,,,,,group of beds,,,,,,,,NA,NA,"Angulatus beds - ""grès infra-liasiques""",,sandstone,,,,,,,,,,marginal marine indet.,,,mesofossils,,,,,,NA,,body,,parautochthonous,time-averaged,,dispersed,,,,occasional,,,,taxonomic,"field collection,survey of museum collection",,some macrofossils,,,O. Terquem,1850s,"collected by Terquem, from Metz before 1855",,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1574196,occ,NA,NA,48516,Nicrosaurus sp.,genus,38297,,Nicrosaurus,NA,genus,38297,Norian,,228,208.5,Gregory,1972,78209,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Nicrosaurus,NA,NA,1,specimens,-103.379997,35.365276,skull,"NMMNH Loc. 001, Revuelto Creek",NA,,US,New Mexico,Quay,stated in text,seconds,outcrop,"along Revuelto Creek, S of highway and railroad crossings 5 mi. W of San Jon, Quay Co., NM. NE 1/4, NE 1/4, SE 1/4, sec ?, T10N, R33E. [Gregory lists secs. 10, 14, 15.]",gplates,101,mid,-32.29,9.9,US,,Bull Canyon,Dockum,,bed,,,,,,,,NA,NA,,,sandstone,,,,Y,,,,,,fine channel fill,,"""low energy channel infilling""",mesofossils,,,,,,NA,,"body,trace",,,,concentrate,concentrated,,,,occasional,,,coprolites the most abundant fossil,taxonomic,"bulk,sieve,field collection",NMMNH,,,6000 kg,J. Gregory,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1578928,occ,NA,NA,57685,"""Hesperosuchus"" sp.",genus,38319,,Hesperosuchus,NA,genus,38319,Norian,,228,208.5,Loughney et al.,2011,78440,Chordata,Reptilia,Loricata,NO_FAMILY_SPECIFIED,Hesperosuchus,NA,NA,NA,,-109.834099,35.110901,,"Giving Site, PFV 231",NA,PEFO,US,Arizona,Apache,based on nearby landmark,4,small collection,"SW of Lacey Point, Petrified Forest National Park",gplates,101,mid,-37.61,10.6,US,NPS,Chinle,,Petrified Forest,bed,,,,,,,,NA,NA,"""Approximately 54 meters below a prominent tuffaceous sandstone bed known as the Black Forest Bed (Ash 1992). Riggs et al. (2003) have determined a maximum age for this bed, and thus a minimum age for the quarries, of 213 +/- 1.7 based on U-Pb ages of detrital zircons.""","""two clay-rich blue layers in which fossils from the site are found: a lower, light greenish gray (5GY 7/1) claystone and overlying red (2.5YR 3/2 to 10R 4/1) and gray (N/3) silty claystone that pinch out laterally""",claystone,"gray,green",,,Y,claystone,"gray,red",,silty,Y,fine channel fill,,"""a large abandoned channel""",macrofossils,,,,,,NA,,body,good,,,concentrate,concentrated,,,,occasional,,,,taxonomic,"selective quarrying,surface (float),surface (in situ),mechanical,field collection",,"all macrofossils,some genera",,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1579638,occ,NA,NA,223030,Phytosauridae indet.,unranked clade,38293,replaced by,Mystriosuchinae,NA,subfamily,159225,Norian,,228,208.5,Heckert et al.,2005,31961,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,NA,,-106.47506,36.323849,,"Hayden Quarry, Ghost Ranch (site 1)",NA,,US,New Mexico,Rio Arriba,based on nearby landmark,6,outcrop,"""located in a series of exposures along the drainage of Arroyo Seco, an intermittently flowing tributary of the Rio Chama.""; ""south of US 84 on the west bank of Arroyo Seco""\r\n",gplates,101,mid,-34.65,11.27,US,FED,Chinle,,Petrified Forest,bed,,,,,,,,NA,NA,"lower part of the member; ""The Hayden Quarry has been dated to ~215 to 213 million years ago""\r\n""Determining absolute ages of the Chinle Formation is difficult because of a lack of available radiometric dates and comprehensive paleomagnetic records. The best age estimates come from palynological and vertebrate biostratigraphy. Litwin and his colleagues (1986; Litwin et al. 1991) described Norian-aged palynological assemblages from the approximate level of the Canjilon Quarry, and assemblages from the overlying “upper siltstone” member (which contains the Coelophysis Quarry) that are no older than mid-Norian in age. The HQ assemblage includes several biostratigraphically useful vertebrate taxa: pseudopalatine phytosaurs, and the aetosaurs Typothorax coccinarum and Rioarribasuchus chamaensis. These taxa are only found in sediments with Norian pollen at Petrified Forest National Park (PEFO), Arizona and other Chinle Formation localities. Furthermore, pseudopalatine phytosaurs and Typothorax are found both above and below the Black Forest Tuff at PEFO, a local marker bed that yielded the only published radiometric date in the Chinle Formation. Detrital zircons from the Black Forest Tuff indicate a maximum 206Pb/238U age of 213 Ma (Riggs et al. 2003). The association of vertebrate taxa found at this stratigraphic level has a longer range both above and below the Black Forest Tuff, so it is not clear what part of this range correlates with the HQ assemblage. Nonetheless, a broadly Norian age for the HQ assemblage is justified because both the vertebrates and pollen provide an unambiguous Norian signal, and there is at present no evidence to the contrary. This age assignment is also consistent with preliminary results from magnetostratigraphy in the Chama Basin (Zeigler et al. 2005).""","""greenish conglomerates and mudstones""",conglomerate,green,,,Y,mudstone,green,,,Y,"""channel""",,"""repeated transient flooding events concentrated vertebrate (bones, carcasses, live animals) and plant material from the landscape surface, possibly in hyperconcentrated flows. These events were separated by periods of standing water and weakly-developed, poorly-drained (hydromorphic) soil formation. The hydromorphic nature of the paleosols is evidenced by the drab matrix colorations, abundance of yellow-brown (goethite) mottles, preservation of organic matter, including local leaf litter, predominance of goethite rhizocretions, and general dearth of other redoximorphic features. The high density of channel deposits incised into overbank sediments in the Petrified Forest Member indicate that avulsions were common on the Late Triassic landscape of the Chama Basin, and therefore that the Petrified Forest Member fluvial systems were unstable in this area. This large-scale instability in the local base level and resulting incision has also been reported for the Petrified Forest Member in northern Arizona""",macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,"selective quarrying,surface (in situ),field collection",,,,,"Hayden, A. Downs","1992, 2001–",,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1579639,occ,NA,NA,223030,Typothorax sp.,genus,64792,,Typothorax,NA,genus,64792,Norian,,228,208.5,Heckert et al.,2005,31961,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,NA,,-106.47506,36.323849,,"Hayden Quarry, Ghost Ranch (site 1)",NA,,US,New Mexico,Rio Arriba,based on nearby landmark,6,outcrop,"""located in a series of exposures along the drainage of Arroyo Seco, an intermittently flowing tributary of the Rio Chama.""; ""south of US 84 on the west bank of Arroyo Seco""\r\n",gplates,101,mid,-34.65,11.27,US,FED,Chinle,,Petrified Forest,bed,,,,,,,,NA,NA,"lower part of the member; ""The Hayden Quarry has been dated to ~215 to 213 million years ago""\r\n""Determining absolute ages of the Chinle Formation is difficult because of a lack of available radiometric dates and comprehensive paleomagnetic records. The best age estimates come from palynological and vertebrate biostratigraphy. Litwin and his colleagues (1986; Litwin et al. 1991) described Norian-aged palynological assemblages from the approximate level of the Canjilon Quarry, and assemblages from the overlying “upper siltstone” member (which contains the Coelophysis Quarry) that are no older than mid-Norian in age. The HQ assemblage includes several biostratigraphically useful vertebrate taxa: pseudopalatine phytosaurs, and the aetosaurs Typothorax coccinarum and Rioarribasuchus chamaensis. These taxa are only found in sediments with Norian pollen at Petrified Forest National Park (PEFO), Arizona and other Chinle Formation localities. Furthermore, pseudopalatine phytosaurs and Typothorax are found both above and below the Black Forest Tuff at PEFO, a local marker bed that yielded the only published radiometric date in the Chinle Formation. Detrital zircons from the Black Forest Tuff indicate a maximum 206Pb/238U age of 213 Ma (Riggs et al. 2003). The association of vertebrate taxa found at this stratigraphic level has a longer range both above and below the Black Forest Tuff, so it is not clear what part of this range correlates with the HQ assemblage. Nonetheless, a broadly Norian age for the HQ assemblage is justified because both the vertebrates and pollen provide an unambiguous Norian signal, and there is at present no evidence to the contrary. This age assignment is also consistent with preliminary results from magnetostratigraphy in the Chama Basin (Zeigler et al. 2005).""","""greenish conglomerates and mudstones""",conglomerate,green,,,Y,mudstone,green,,,Y,"""channel""",,"""repeated transient flooding events concentrated vertebrate (bones, carcasses, live animals) and plant material from the landscape surface, possibly in hyperconcentrated flows. These events were separated by periods of standing water and weakly-developed, poorly-drained (hydromorphic) soil formation. The hydromorphic nature of the paleosols is evidenced by the drab matrix colorations, abundance of yellow-brown (goethite) mottles, preservation of organic matter, including local leaf litter, predominance of goethite rhizocretions, and general dearth of other redoximorphic features. The high density of channel deposits incised into overbank sediments in the Petrified Forest Member indicate that avulsions were common on the Late Triassic landscape of the Chama Basin, and therefore that the Petrified Forest Member fluvial systems were unstable in this area. This large-scale instability in the local base level and resulting incision has also been reported for the Petrified Forest Member in northern Arizona""",macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,"selective quarrying,surface (in situ),field collection",,,,,"Hayden, A. Downs","1992, 2001–",,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
